,text,sentiment,negative_reason,clean,twitter_handles,hashtags_all
2428,bWhy does Trump want to be reelected if he does not do his 1 job duty to keep citizens SAFE and secure Is this,1,,bWhy Trump reelected 1 job duty citizens SAFE secure Is,,#1
2429,bMoscowMitch is almost as much a clear and present danger to this nation as the SuperSpreaderTrump,0,covid19,bMoscowMitch clear danger nation SuperSpreaderTrump,,#MoscowMitch #SuperSpreaderTrump
2430,bRT TheChrisSuprun If you Resist  May The Force Be With  I steal RedFive from you HamillHimself,0,covid19,bRT TheChrisSuprun If Resist May The Force Be With I steal RedFive HamillHimself,@TheChrisSuprun @HamillHimself,#Resist #RedFive
2431,bRT kimg_atx During a morning_joe segment today when discussing counties to watch in Texas on Election Night EvanASmith mentioned,1,,bRT kimg_atx During morning_joe segment today discussing counties watch Texas Election Night EvanASmith mentioned,@kimg_atx @morning_joe @EvanASmith,
2432,bRT BBCScotlandNews recurring theme of this pandemic has been a failure to properly consult with Labour leader,0,others,bRT BBCScotlandNews recurring theme pandemic failure properly consult Labour leader,@BBCScotlandNews,
2433,bnypost Not a commendable source You are bullshit BidenHarris2020,0,covid19,bnypost Not commendable source You bullshit BidenHarris2020,@nypost,#BidenHarris2020
2434,bRT BXToDaHeart Mutha fucker stopped blowing that horn when JoeBiden hit him with the taxes he wont pay under,0,crime,bRT BXToDaHeart Mutha fucker stopped blowing horn JoeBiden hit taxes pay,@BXToDaHeart,#JoeBiden
2435,bNeilfan12 IPRTropicUpdate cov_Gretchen FoxNews JoeBiden Almost Election Day and still no word,1,,bNeilfan12 IPRTropicUpdate cov_Gretchen FoxNews JoeBiden Almost Election Day word,@Neilfan12 @IPRTropicUpdate @cov_Gretchen @FoxNews @JoeBiden,
2436,bRT UNGEI We asked young women activists what their vision for a in education would be post COVID19 nnTheir responses,1,,bRT UNGEI We asked young women activists vision education post COVID19 nnTheir responses,@UNGEI,#COVID
2437,b Youre Going To Lose That Girl by The Beatles BidenHarris2020,0,crime,Youre Going To Lose That Girl The Beatles BidenHarris2020,,#BidenHarris2020
2438,bThe GOP mottonnGuns nGod nand nMoreGunsnnVoteBlueDownBallot  say NoMasViolencia EnoughIsEnough,1,,bThe GOP mottonnGuns nGod nand nMoreGunsnnVoteBlueDownBallot NoMasViolencia EnoughIsEnough,,#GOP #Guns #God #MoreGuns #VoteBlueDownBallot #NoMasViolencia #EnoughIsEnough
2439,bRT cindylchin Imagine if IMPOTUS would pay his taxes on time been at least four years under audit bad for our country that,0,covid19,bRT cindylchin Imagine IMPOTUS pay taxes time years audit bad country,@cindylchin,#IMPOTUS
2440,bsarasteinmd But but  DonnieJr said last night the death rate is just about zero Covid_19 TrumpCrimeFamily trumpsLIE,0,discrimination,bsarasteinmd But DonnieJr night death rate Covid_19 TrumpCrimeFamily trumpsLIE,@sarasteinmd,#DonnieJr #Covid_19 #TrumpCrimeFamily #trumpsLIE
2441,bRT DrSamirSinha We have at least 308 LongTerm Care  Retirement Homes w COVID19 Outbreaks across Canada nn2  New,1,,bRT DrSamirSinha We 308 LongTerm Care Retirement Homes COVID19 Outbreaks Canada nn2 New,@DrSamirSinha,#COVID
2442,bRT dstarwriter59 So Twitter this needs one of those covid fact checker things on it Like right now TwitterSupport,1,,bRT dstarwriter59 So Twitter covid fact checker things Like TwitterSupport,@dstarwriter59 @Twitter @TwitterSupport,#covid
2443,bjazzfan71 DonnaWatson01 svdate KatMcKinley You in here nMAGA,1,,bjazzfan71 DonnaWatson01 svdate KatMcKinley You nMAGA,@jazzfan71 @DonnaWatson01 @svdate @KatMcKinley,#MAGA
2444,bMattSuttonEP DrugPolicyOrg FAIRmediawatch Re Legalize drugs FreeDrugs to end crime murders,0,crime,bMattSuttonEP DrugPolicyOrg FAIRmediawatch Re Legalize drugs FreeDrugs crime murders,@MattSuttonEP @DrugPolicyOrg @FAIRmediawatch,#Legalize #drugs #FreeDrugs
2445,bwillwilkinson pchowder going to go out on a limb here to say the double They pay me enough,0,corruption,bwillwilkinson pchowder going limb double They pay,@willwilkinson @pchowder,
2446,bRT Jeff_Paul President Trump upon landing appears to be driving off the airport grounds to likely drive by the thousands of supporters,1,,bRT Jeff_Paul President Trump landing appears driving airport grounds drive thousands supporters,@Jeff_Paul,
2447,bRT brian__oneill BarackObama This corrupt manipulation is not what you expect in a democracy the head of the USPS should face,0,covid19,bRT brian__oneill BarackObama This corrupt manipulation expect democracy head USPS face,@brian__oneill @BarackObama,
2448,bJoeBiden is a JERK,0,corruption,bJoeBiden JERK,,#JoeBiden
2449,bThe QR code has turned COVID19 checkins into a golden opportunity for marketing and data companies,1,,bThe QR code turned COVID19 checkins golden opportunity marketing data companies,,#COVID
2450,bWalshFreedom And the GOP and SCOTUS are right there helping Trump sabotage the election GOPBetrayedAmerica,0,corruption,bWalshFreedom And GOP SCOTUS helping Trump sabotage election GOPBetrayedAmerica,@WalshFreedom,#GOP #SCOTUS #Trump #GOPBetrayedAmerica
2451,bRT kpnationalist19 Current Electoral College Prediction Shows President Trump Beating SleepyJoe Biden By More than Crooked,0,corruption,bRT kpnationalist19 Current Electoral College Prediction Shows President Trump Beating SleepyJoe Biden By More Crooked,@kpnationalist19,#Trump #SleepyJoe #Biden
2452,bLast lies before the BlueWave,0,covid19,bLast lies BlueWave,,#BlueWave
2453,bSovernNation Ironic if they get Covid19 AND,0,others,bSovernNation Ironic Covid19 AND,@SovernNation,#BidenHarris2020
2454,watching Election2020 news coverage just I think these nerves can handle it Namaste,0,covid19,watching Election2020 news coverage I nerves handle Namaste,,#Election2020
2455,bABCWorldNews die of COPD each year that is 1 death every 4 minutes THATS 360  DAYnMore,0,corruption,bABCWorldNews die COPD year 1 death 4 minutes THATS 360 DAYnMore,@ABCWorldNews,
2456,bMoscowMitch would rather be remembered an odious ruthless turtle looking man,1,,bMoscowMitch remembered odious ruthless turtle man,,#MoscowMitch
2457,bWe need BidenHarris2020,1,,bWe BidenHarris2020,,#BidenHarris2020
2458,bkelly4NC ThomTillis GregMurphyMD Pigs like pigs Hogs huggin hogs a wife abuser,0,covid19,bkelly4NC ThomTillis GregMurphyMD Pigs pigs Hogs huggin hogs wife abuser,@kelly4NC @ThomTillis @GregMurphyMD,
2459,bRT SarahCateCLE  has surpassed 100000 in donations for the lawsuit against nGovMikeDeWine lancehimesn and,0,corruption,bRT SarahCateCLE surpassed 100000 donations lawsuit nGovMikeDeWine lancehimesn,@SarahCateCLE @GovMikeDeWine @lancehimes,
2460,bTrump2020Landslide JoeBiden quotes,1,,bTrump2020Landslide JoeBiden quotes,,#Trump2020Landslide #JoeBiden
2461,b4 days Im an emotional wreck Time to suck it up vote donate BidenHarris2020 Lets do  each other,0,covid19,b4 days Im emotional wreck Time suck vote donate BidenHarris2020 Lets,,#vote #donate #BidenHarris2020
2462,bRT sharkyrae WOMEN VOTING SECOND AMENDMENT  MY Check out these WONDER WOMEN IN RUNS HOUSE We give you a raw take on our,1,,bRT sharkyrae WOMEN VOTING SECOND AMENDMENT MY Check WONDER WOMEN IN RUNS HOUSE We raw,@sharkyrae,
2463,bRT jimeiseman I get Democats being upset at GOP hypocrisy voting on Barrett but not voting on Gorsuch in 2016 That is a valid,0,covid19,bRT jimeiseman I Democats upset GOP hypocrisy voting Barrett voting Gorsuch 2016 That valid,@jimeiseman,#Democats #GOP
2464,bnowthisnews That side is so desperate they reek VoteHimOut VoteBlueToSaveAmerica TrumpCrimeFamily TrumpIsPathetic COVID19,0,covid19,bnowthisnews That side desperate reek VoteHimOut VoteBlueToSaveAmerica TrumpCrimeFamily TrumpIsPathetic COVID19,@nowthisnews,#VoteHimOut #VoteBlueToSaveAmerica #TrumpCrimeFamily #TrumpIsPathetic #COVID19
2465,bCovidKims press briefings disappeared after Oct 7 Why Shud we to issue a MilkCartonAlert Covid cases go,0,covid19,bCovidKims press briefings disappeared Oct 7 Why Shud issue MilkCartonAlert Covid cases,,#CovidKim #MilkCartonAlert #Covid
2466,bRT davidrollman Hello MN talks just negative   misquoting How in hells name,0,covid19,bRT davidrollman Hello MN talks negative misquoting How hells,@davidrollman,
2467,brealDonaldTrump MAGA Trump calls himself a very stable genius and says that he knows more than our military,1,,brealDonaldTrump MAGA Trump calls stable genius military,@realDonaldTrump,#MAGA
2468,bRT adanjchavez We just sent VeyVota masks to our past and present Board Members Latino Statewide Constitutional Officers,1,,bRT adanjchavez We VeyVota masks Board Members Latino Statewide Constitutional Officers,@adanjchavez,#VeyVota
2469,bJoeBiden is a freaking loser has never done a damn thing for America,0,corruption,bJoeBiden freaking loser damn thing America,,#JoeBiden
2470,bfunder MeidasTouch Biden isnt afraid of Rain or StormnnUnlike baby BlimpnnPass it,1,,bfunder MeidasTouch Biden isnt afraid Rain StormnnUnlike baby BlimpnnPass,@funder @MeidasTouch,#BidenHarris2020
2471,accelerating  rising when all Americans killed by TrumpVirus are,0,discrimination,accelerating rising Americans killed TrumpVirus,,#Americans #TrumpVirus
2472,brealDonaldTrump And stop covid Sounds good to me RESIGN,1,,brealDonaldTrump And covid Sounds good RESIGN,@realDonaldTrump,#covid #RESIGN
2473,bRT resistance_ms 11 DAYS till we can send the Trumps Get out biatch a real family is moving innTrumpIsALoser,1,,bRT resistance_ms 11 DAYS till send Trumps Get biatch real family moving innTrumpIsALoser,@resistance_ms,#TrumpIsALoser
2474,bRT WilkowMajority Here ya  on Fracking Debates2020 PresidentialDebate2020 n,1,,bRT WilkowMajority Here ya Fracking Debates2020 PresidentialDebate2020,@WilkowMajority,#JoeBiden #Fracking #Debates2020 #PresidentialDebate2020
2475,bFirst Lady Melania Trump is asking us to put America first so lets do our part and votennKAG2020,1,,bFirst Lady Melania Trump America votennKAG2020,,#KAG2020
2476,bchipfranklin Been boycotting HomeDepot since 2016 Lowes is a much more socially conscious companynTrumpIsCompromised,0,covid19,bchipfranklin Been boycotting HomeDepot 2016 Lowes socially conscious companynTrumpIsCompromised,@chipfranklin @HomeDepot @Lowes,#TrumpIsCompromised
2477,bZartonkMedia They will simply pay Europe NATO and all the world countries After all of this who are they in,0,others,bZartonkMedia They will simply pay Europe NATO countries After,@ZartonkMedia,#Europe #NATO
2478,bWATCH THIS NOW And then tell me if Trump did a fighting COVID19 horrifying nnThank,0,crime,bWATCH THIS NOW And Trump fighting COVID19 horrifying nnThank,,#Trump #COVID19
2479,bConorBronsdon Thank you Connor I appreciate  not like I called her show Veronicas Bat Shit Crazy,0,corruption,bConorBronsdon Thank Connor I appreciate I called Veronicas Bat Shit Crazy,@ConorBronsdon,
2480,bBennyAce springsteen And VOTE BidenHarris2020,1,,bBennyAce springsteen And VOTE BidenHarris2020,@BennyAce @springsteen,#BidenHarris2020
2481,bTrumpKnewAndDidNothing TrumpIsPathetic TrumpCrimeFamily TrumpIsANationalDisgrace n2229000 dead Americans,0,covid19,bTrumpKnewAndDidNothing TrumpIsPathetic TrumpCrimeFamily TrumpIsANationalDisgrace n2229000 dead Americans,,#TrumpKnewAndDidNothing #TrumpIsPathetic #TrumpCrimeFamily #TrumpIsANationalDisgrace
2482,bRT GwenGraham Damn it GovRonDeSantis this is on you and realDonaldTrump nnGet all mail sorted and ballots counted in MiamiDade and,0,covid19,bRT GwenGraham Damn GovRonDeSantis realDonaldTrump nnGet mail sorted ballots counted MiamiDade,@GwenGraham @GovRonDeSantis @realDonaldTrump,
2483,bLT Bobulinski has more integrity than that sleaze ball weasel Vindman vindman HunterBiden Bobulinski,1,,bLT Bobulinski integrity sleaze ball weasel Vindman vindman HunterBiden Bobulinski,,#vindman #HunterBiden #Bobulinski
2484,bkayleighmcenany realDonaldTrump 250 people like 60 of my rallies Sincerely JoeBiden,1,,bkayleighmcenany realDonaldTrump 250 people 60 rallies Sincerely JoeBiden,@kayleighmcenany @realDonaldTrump,#JoeBiden
2485,bProjectLincoln TaraSetmayer FPWellman ZackCz Trump respect women vote BidenHarris2020,1,,bProjectLincoln TaraSetmayer FPWellman ZackCz Trump respect women vote BidenHarris2020,@ProjectLincoln @TaraSetmayer @FPWellman @ZackCz,#vote #BidenHarris2020
2486,bCOVIDGate Brotherhood Distrust  Learning to Hug Yourself inside Americas NoGo Zones COVID COVIDBook,1,,bCOVIDGate Brotherhood Distrust Learning Hug Yourself inside Americas NoGo Zones COVID COVIDBook,,#COVID #COVIDBook
2487,bRT jmil400 We are enduring one of the most incompetent dishonest cruel corrupt governments in history nYet the more dysfunctional,0,covid19,bRT jmil400 We enduring incompetent dishonest cruel corrupt governments history nYet dysfunctional,@jmil400,
2488,bNothing like JoeBiden reading END OF QUOTE off the teleprompter Trump TheFive,1,,bNothing JoeBiden reading END OF QUOTE teleprompter Trump TheFive,,#JoeBiden #Trump #TheFive
2489,bRT DrDenaGrayson Nearly 1000 Americans DIED yesterday Yet Don Jr says that coronavirus,0,others,bRT DrDenaGrayson Nearly 1000 Americans DIED yesterday Yet Don Jr coronavirus,@DrDenaGrayson,#coronavirus
2490,bviews CaraDune Halloween DisneyPlus TheMandalorian ThisIsTheWay BabyYoda,1,,bviews CaraDune Halloween DisneyPlus TheMandalorian ThisIsTheWay BabyYoda,,#CaraDune #Halloween #DisneyPlus #TheMandalorian #ThisIsTheWay #BabyYoda
2491,brealDonaldTrump Trump has already collapsed the  are unemployed because of  for the,0,discrimination,brealDonaldTrump Trump collapsed unemployed,@realDonaldTrump,
2492,bWill California turn red CaliforniaforTrump californiaforbiden Election2020 electionpoll californiapolls,1,,bWill California turn red CaliforniaforTrump californiaforbiden Election2020 electionpoll californiapolls,,#CaliforniaforTrump #californiaforbiden #Election2020 #electionpoll #californiapolls
2493,bRT sammy61791765 thehill Now he is angry because Justice Barrett acted professionally by refusing to vote on cases she had not had,0,covid19,bRT sammy61791765 thehill Now angry Justice Barrett acted professionally refusing vote cases,@sammy61791765 @thehill,
2494,bMike_Pence realDonaldTrump America cant afford 4 more years of corruption lies hate and division BidenHarris2020,0,discrimination,bMike_Pence realDonaldTrump America cant afford 4 years corruption lies hate division BidenHarris2020,@Mike_Pence @realDonaldTrump,#BidenHarris2020
2495,bOMG FoxNews just interrupted the POTUS Trump in Rochester Minnesota saying that theres a problem with the,0,covid19,bOMG FoxNews interrupted POTUS Trump Rochester Minnesota problem,@FoxNews,#POTUS #Trump #Rochester #Minnesota
2496,bTrumpCrimeFamily RICO he should b tried for treason aiding and abetting,0,covid19,bTrumpCrimeFamily RICO treason aiding abetting,,#TrumpCrimeFamily #RICO
2497,bCNN Thats because senatemajldr hates Americans and wants us to suffer MoscowMitch,0,discrimination,bCNN Thats senatemajldr hates Americans suffer MoscowMitch,@CNN @senatemajldr,#MoscowMitch
2498,bRaise your hand if not into being controlled by a one world communist government ruled by brutal,0,crime,bRaise hand controlled communist government ruled brutal,,
2499,bBig tech is in panic modenmaga aoc instagram bigtech lgbtq google,0,crime,bBig tech panic modenmaga aoc instagram bigtech lgbtq google,,#maga #aoc #instagram #bigtech #lgbtq #google
2500,bSee the COVID aid state and local governments have received so far with our interactive COVIDMoneyTracker,1,,bSee COVID aid state local governments received interactive COVIDMoneyTracker,,#COVID #COVIDMoneyTracker
2501,bWatch what happened at 13027 in DiamondandSilks broadcast LIVE President realDonaldTrump holds a MAGA,1,,bWatch happened 13027 DiamondandSilks broadcast LIVE President realDonaldTrump holds MAGA,@DiamondandSilk @realDonaldTrump,#MAGA
2502,bKokomothegreat realDonaldTrump Healthcare Professionals are dying not lying about COVID19 nBidenHarris2020 COVID19Fail,0,crime,bKokomothegreat realDonaldTrump Healthcare Professionals dying lying COVID19 nBidenHarris2020 COVID19Fail,@Kokomothegreat @realDonaldTrump,#BidenHarris2020 #COVID19Fail
